#pfamid seq_len neff distprob_norm distprob_raw estimated_tmscore probability_tmscore_gt_05
PF11210 122 57 -0.10736 -87.28 0.51621 0.56535
PF11218 196 130 -0.09612 -168.3 0.54975 0.66375
PF11219 156 251 -0.1388 -135.2 0.67393 0.90043
PF11220 142 269 -0.12035 -87.49 0.55983 0.6843
PF11222 74 243 -0.18376 -50.35 0.71994 0.87985
PF11224 134 47 -0.07702 -87.5 0.3941 0.219
PF11225 56 286 -0.13749 -30.93 0.58443 0.70204
PF11226 104 23 -0.09437 -58.04 0.42956 0.30451
PF11227 209 158 -0.10589 -182.97 0.60686 0.79454
PF11228 192 92 -0.07464 -128.39 0.39981 0.22431
PF11229 589 91 -0.08436 -560.52 0.39948 0.20088
PF11231 255 126 -0.09114 -264.68 0.5975 0.74517
PF11233 142 353 -0.06312 -60.85 0.29189 0.10349
PF11235 176 13 -0.0555 -85.13 0.27739 0.08629
PF11236 118 530 -0.1204 -89.45 0.58639 0.74225
PF11237 169 59 -0.10631 -142.99 0.5763 0.72928
PF11239 89 449 -0.13878 -25.67 0.56379 0.66994
PF11241 167 257 -0.13484 -86.3 0.60251 0.78259
PF11245 230 20 -0.07059 -162.37 0.41379 0.26046
PF11247 99 37 -0.1215 -44.59 0.52302 0.57294
PF11249 198 579 -0.12051 -237.64 0.73238 0.94631
PF11253 125 704 -0.14206 -137.08 0.70527 0.92823
PF11255 104 398 -0.16367 -79.38 0.6745 0.88182
PF11256 80 90 -0.13497 -29.29 0.55971 0.65299
PF11262 306 299 -0.12516 -292.12 0.71112 0.90979
PF11268 234 221 -0.06796 -74.55 0.3335 0.11522
PF11273 62 19 -0.0136 -0.08 0.22749 0.04128
PF11275 77 340 -0.17406 -43.86 0.68171 0.85237
PF11276 91 437 -0.14644 -62.09 0.63461 0.82491
PF11279 336 266 -0.11637 -335.14 0.6915 0.86933
PF11280 95 72 -0.09242 -31.61 0.40301 0.23655
PF11283 77 73 -0.20084 -46.6 0.78469 0.91401
PF11286 165 96 -0.10103 -110.02 0.49201 0.49936
PF11291 100 17 -0.08256 -35.5 0.37526 0.18906
PF11292 147 615 -0.13096 -109.48 0.63673 0.84824
PF11293 55 34 -0.01414 -0.06 0.22768 0.04181
PF11294 372 159 -0.08095 -386.13 0.51373 0.50415
PF11297 67 296 -0.22871 -57.63 0.8452 0.95341
PF11298 73 222 -0.12869 -23.81 0.53152 0.58286
PF11299 235 70 -0.08284 -178.35 0.47424 0.44542
PF11301 354 66 -0.06168 -257.25 0.39339 0.20227
PF11303 124 451 -0.11661 -102.85 0.58867 0.74879
PF11305 73 205 -0.12474 -46.53 0.55648 0.65344
PF11307 181 395 -0.09628 -135.47 0.50556 0.54398
PF11309 217 187 -0.09085 -173.71 0.51667 0.57393
PF11311 270 90 -0.0695 -194.59 0.42663 0.29768
PF11314 50 11 -0.16377 -17.36 0.67061 0.80252
PF11315 150 53 -0.08573 -80.42 0.40832 0.24708
PF11317 131 68 -0.09386 -67.11 0.4271 0.29713
PF11318 199 37 -0.06624 -131.7 0.37731 0.17862
PF11319 209 250 -0.09577 -172.57 0.5453 0.65286
PF11320 134 82 -0.11764 -116.46 0.61044 0.79377
PF11321 114 16 -0.0583 -46.35 0.26142 0.08016
PF11322 123 178 -0.12762 -145.61 0.68216 0.90594
PF11326 73 177 -0.09599 -17.28 0.40825 0.24947
PF11327 261 112 -0.07456 -241.95 0.48781 0.47619
PF11332 70 67 -0.08761 -6.4 0.37083 0.18609
PF11334 64 11 -0.11546 -17.43 0.47147 0.41692
PF11335 186 411 -0.08851 -140.21 0.47945 0.46192
PF11337 86 322 -0.13871 -26.49 0.56596 0.67195
PF11338 93 106 -0.12656 -45.56 0.54925 0.63994
PF11341 65 54 -0.11051 -20.0 0.4564 0.37659
PF11343 156 98 -0.09467 -108.4 0.47049 0.4303
PF11344 80 8 -0.09307 -37.6 0.41526 0.26893
PF11345 111 719 -0.11287 -29.68 0.45599 0.37742
PF11347 62 29 -0.1138 -29.25 0.4853 0.45646
PF11348 259 218 -0.10404 -219.01 0.59526 0.76305
PF11349 127 225 -0.13817 -104.31 0.65329 0.86826
PF11351 138 306 -0.11198 -41.55 0.45023 0.36306
PF11353 218 127 -0.0812 -152.65 0.44822 0.36522
PF11354 161 41 -0.10212 -144.5 0.56419 0.69905
PF11358 156 40 -0.09024 -74.54 0.41358 0.26038
PF11361 187 1863 -0.13425 -156.67 0.67283 0.90251
PF11363 194 284 -0.13109 -154.42 0.65461 0.8792
PF11368 247 214 -0.07733 -166.71 0.43843 0.33357
PF11371 139 22 -0.06955 -72.12 0.33844 0.14935
PF11372 58 119 -0.19763 -25.69 0.79833 0.90894
PF11374 109 568 -0.12949 -50.5 0.55968 0.6751
PF11375 189 53 -0.09528 -118.62 0.47012 0.43403
PF11376 317 612 -0.1028 -307.89 0.6194 0.77215
PF11377 139 373 -0.1742 -179.95 0.78246 0.97435
PF11378 89 49 -0.09091 -35.55 0.40381 0.24001
PF11380 108 430 -0.12076 -63.16 0.54709 0.64539
PF11381 59 106 -0.16604 -32.38 0.675 0.82766
PF11382 312 359 -0.07618 -276.22 0.47863 0.44353
PF11385 147 148 -0.10717 -124.32 0.562 0.69222
PF11388 115 34 -0.06876 -51.02 0.30878 0.12494
PF11389 275 15 -0.06098 -183.41 0.38488 0.18498
PF11390 62 316 -0.14389 -31.23 0.60257 0.73999
PF11391 59 800 -0.18011 -25.58 0.68957 0.84998
PF11392 113 493 -0.15985 -103.26 0.69681 0.91346
PF11394 456 41 -0.05368 -343.37 0.35101 0.10057
PF11445 218 158 -0.06608 -93.51 0.3445 0.12982
PF11446 53 101 -0.00694 -0.03 0.22684 0.04005
PF11448 136 17 -0.06892 -67.13 0.32691 0.13938
PF11449 363 613 -0.08421 -317.87 0.48854 0.46122
PF11450 57 43 -0.17081 -30.4 0.69553 0.84087
PF11452 181 145 -0.10561 -187.14 0.63635 0.84332
PF11454 139 230 -0.13582 -131.34 0.67294 0.89752
PF11456 102 157 -0.12832 -82.51 0.61485 0.79224
PF11457 141 605 -0.14084 -95.91 0.64546 0.86064
PF11489 789 72 -0.04303 -800.41 0.29295 0.01795
PF11557 330 141 -0.07988 -280.77 0.47883 0.44285
PF11561 242 31 -0.05578 -139.11 0.34272 0.12134
PF11594 134 15 -0.07276 -56.32 0.33897 0.14913
PF11595 146 133 -0.06133 -50.72 0.27161 0.08579
PF11597 381 190 -0.06056 -282.77 0.3852 0.17832
PF11600 177 68 -0.06931 -7.14 0.26567 0.07718
PF11649 279 76 -0.05767 -173.93 0.36834 0.15008
PF11652 85 29 -0.01346 -0.62 0.22721 0.03996
PF11653 99 18 -0.05369 -24.54 0.24643 0.06519
PF11655 175 262 -0.0811 -96.83 0.40116 0.22471
PF11657 142 80 -0.08074 -2.83 0.31689 0.12562
PF11660 78 121 -0.224 -30.02 0.85136 0.94562
PF11671 152 13 -0.0581 -61.58 0.26753 0.08186
PF11673 73 39 -0.12254 -31.25 0.51846 0.54842
PF11674 86 38 -0.1243 -6.59 0.47518 0.42827
PF11675 248 23 -0.06391 -175.36 0.39823 0.21845
PF11676 61 27 -0.08681 -2.78 0.36121 0.17942
PF11677 260 32 -0.08293 -208.49 0.48894 0.48692
PF11678 309 52 -0.06589 -198.32 0.39543 0.20955
PF11679 209 52 -0.06947 -115.1 0.37096 0.16571
PF11681 145 291 -0.10903 -136.07 0.59958 0.77716
PF11683 129 251 -0.12104 -50.71 0.51205 0.55307
PF11685 267 12 -0.05791 -167.93 0.3677 0.15168
PF11691 89 64 -0.13752 -58.45 0.61171 0.77643
PF11692 272 127 -0.07724 -217.04 0.46757 0.42042
PF11694 144 121 -0.10391 -78.77 0.46906 0.4235
PF11697 73 412 -0.15236 -50.74 0.63993 0.82054
PF11702 507 70 -0.05047 -284.62 0.31717 0.04008
PF11704 241 109 -0.06833 -163.51 0.4043 0.2331
PF11711 412 162 -0.05897 -272.98 0.35995 0.11959
PF11712 150 239 -0.10333 -41.95 0.42184 0.27998
PF11718 296 157 -0.07541 -215.06 0.44412 0.34892
PF11726 178 710 -0.13118 -196.12 0.72537 0.94422
PF11727 282 42 -0.07551 -212.7 0.45114 0.37127
PF11730 71 16 -0.12011 -29.43 0.50594 0.51367
PF11733 213 24 -0.07393 -95.15 0.36755 0.16023
PF11735 251 452 -0.10322 -264.13 0.66179 0.85894
PF11737 239 167 -0.07841 -156.34 0.43324 0.31808
PF11739 238 404 -0.09243 -178.48 0.51476 0.56894
PF11742 77 330 -0.11778 -25.79 0.48906 0.47117
PF11743 96 338 -0.16362 -90.48 0.69094 0.89779
PF11744 488 1997 -0.08637 -370.55 0.41807 0.24492
PF11745 112 233 -0.11389 -76.19 0.53651 0.61916
PF11748 121 181 -0.06851 -40.42 0.29731 0.11201
PF11749 145 206 -0.11167 -115.02 0.56949 0.70953
PF11750 149 828 -0.14601 -134.33 0.69307 0.92015
PF11753 59 462 -0.12805 -16.39 0.52452 0.56105
PF11755 60 379 -0.16305 -15.82 0.64347 0.7868
PF11756 106 342 -0.17532 -83.45 0.69984 0.89986
PF11765 323 201 -0.10663 -387.17 0.72236 0.89944
PF11771 162 14 -0.0688 -101.13 0.3666 0.17261
PF11777 142 111 -0.10822 -111.03 0.54128 0.63838
PF11779 58 175 -0.07772 -0.23 0.30781 0.12454
PF11780 141 36 -0.07537 -64.59 0.36542 0.17172
PF11782 89 25 -0.08369 -24.94 0.37116 0.1848
PF11786 109 27 -0.0718 -37.33 0.3111 0.12663
PF11787 79 34 -0.06481 -20.48 0.26794 0.08934
PF11795 182 352 -0.12596 -127.6 0.61859 0.82196
PF11796 207 326 -0.10235 -139.09 0.51683 0.58134
PF11800 204 429 -0.10895 -159.18 0.5872 0.76023
PF11801 148 56 -0.1068 -67.18 0.45991 0.39503
PF11804 101 496 -0.18462 -60.19 0.69704 0.88451
PF11805 337 68 -0.06754 -286.57 0.43321 0.30907
PF11807 231 1494 -0.08445 -165.18 0.47829 0.4536
PF11808 86 491 -0.14606 -21.32 0.58396 0.7108
PF11809 69 1007 -0.11351 -23.16 0.47692 0.43748
PF11810 167 74 -0.05498 -49.37 0.25494 0.06727
PF11811 93 123 -0.09232 -44.41 0.41491 0.26486
PF11812 151 427 -0.10322 -90.11 0.48412 0.47353
PF11815 139 447 -0.13375 -102.85 0.63902 0.84901
PF11819 136 65 -0.03707 -17.01 0.23265 0.04633
PF11820 67 45 -0.10507 -7.14 0.4235 0.28703
PF11824 323 104 -0.08053 -334.51 0.53346 0.57076
PF11827 199 783 -0.1073 -182.72 0.61912 0.81972
PF11828 250 147 -0.08616 -183.77 0.48287 0.47222
PF11832 600 1138 -0.06274 -616.96 0.36989 0.12606
PF11833 194 153 -0.08566 -108.1 0.4153 0.26289
PF11836 110 339 -0.13758 -91.35 0.64414 0.84974
PF11842 174 30 -0.06266 -73.63 0.29548 0.10348
PF11843 381 180 -0.07365 -235.54 0.39664 0.20986
PF11850 423 131 -0.07828 -454.58 0.49058 0.43194
PF11855 469 277 -0.06988 -336.74 0.37575 0.15536
PF11856 543 27 -0.05369 -367.57 0.32125 0.04687
PF11862 100 272 -0.16666 -41.83 0.64745 0.82414
PF11866 210 79 -0.10273 -167.86 0.56809 0.71203
PF11867 328 1018 -0.11534 -279.7 0.62606 0.80283
PF11869 76 33 -0.10044 -24.41 0.42513 0.29243
PF11870 89 954 -0.08424 -19.88 0.38172 0.18176
PF11872 105 99 -0.15872 -75.39 0.66024 0.86043
PF11874 180 169 -0.10884 -124.72 0.54393 0.65318
PF11875 143 323 -0.12615 -101.93 0.61304 0.80152
PF11876 207 251 -0.09519 -177.23 0.55191 0.66874
PF11877 111 362 -0.14386 -62.15 0.62337 0.80844
PF11878 111 96 -0.06739 -46.36 0.29708 0.11413
PF11879 104 27 -0.06424 -33.4 0.2713 0.09102
PF11881 250 34 -0.05919 -137.01 0.35165 0.12913
PF11882 506 149 -0.05445 -307.74 0.32463 0.05065
PF11885 540 126 -0.04988 -401.16 0.32405 0.05044
PF11887 252 2574 -0.04931 -99.76 0.33641 0.09
PF11891 178 82 -0.09402 -139.43 0.50179 0.53125
PF11898 583 534 -0.11605 -556.79 0.52837 0.48539
PF11902 419 258 -0.09892 -359.55 0.50797 0.49755
PF11904 374 142 -0.05012 -211.91 0.33948 0.08032
PF11909 153 16 -0.08697 -115.14 0.44864 0.36184
PF11911 165 787 -0.14289 -185.48 0.7442 0.95752
PF11912 273 84 -0.0591 -158.99 0.36392 0.14211
PF11913 217 377 -0.10915 -226.15 0.67194 0.88414
PF11915 92 631 -0.16307 -56.58 0.65532 0.85003
PF11916 179 118 -0.09203 -102.24 0.4384 0.3312
PF11920 281 102 -0.08587 -240.85 0.51774 0.56142
PF11922 182 73 -0.08148 -105.36 0.40478 0.23654
PF11923 109 199 -0.0968 -64.76 0.44385 0.34377
PF11926 210 291 -0.08505 -153.69 0.47099 0.43553
PF11928 87 29 -0.04605 -9.72 0.23757 0.05529
PF11937 179 428 -0.10732 -166.99 0.61301 0.80826
PF11938 161 272 -0.10794 -109.56 0.52411 0.59576
PF11944 125 50 -0.09763 -41.59 0.41548 0.26509
PF11946 134 108 -0.0788 -71.0 0.38639 0.20181
PF11947 150 107 -0.08509 -54.37 0.38694 0.19825
PF11949 603 549 -0.06249 -625.69 0.36582 0.12351
PF11950 127 476 -0.07305 -70.57 0.37365 0.17797
PF11955 333 121 -0.07277 -193.58 0.40068 0.2238
PF11957 529 254 -0.0614 -378.98 0.34167 0.08176
PF11960 141 77 -0.06331 -68.5 0.29289 0.10808
PF11961 57 70 -0.07748 -4.8 0.30882 0.12742
PF11980 82 10 -0.0416 -0.83 0.23432 0.05135
PF11981 288 241 -0.06963 -200.32 0.42279 0.28464
PF11984 205 1056 -0.11414 -217.31 0.68603 0.90371
PF11990 113 148 -0.09781 -58.69 0.43742 0.32525
PF11992 316 824 -0.0799 -271.49 0.48669 0.4681
PF11993 164 109 -0.06865 -84.3 0.34818 0.15095
PF11995 161 51 -0.07101 -58.44 0.32322 0.13137
PF11997 281 280 -0.10257 -269.24 0.62405 0.79704
PF11998 72 78 -0.19346 -26.12 0.76486 0.8889
PF12005 126 98 -0.07142 -61.06 0.34181 0.15242
PF12006 327 470 -0.10448 -357.75 0.67304 0.84076
PF12011 168 20 -0.0647 -107.85 0.3546 0.15853
PF12012 171 227 -0.10142 -120.89 0.50817 0.55023
PF12015 179 76 -0.09762 -174.25 0.58415 0.74386
PF12017 229 858 -0.09628 -145.86 0.49634 0.51889
PF12021 87 156 -0.14143 -25.88 0.5739 0.68537
PF12024 248 57 -0.05726 -112.85 0.31733 0.10005
PF12028 159 440 -0.09871 -138.79 0.53472 0.62565
PF12030 352 156 -0.10371 -314.03 0.57754 0.67536
PF12031 256 273 -0.09659 -226.12 0.5742 0.71226
PF12033 104 40 -0.0539 -7.22 0.24254 0.06042
PF12034 185 501 -0.1022 -149.52 0.55397 0.67976
PF12037 269 85 -0.04275 -37.66 0.23512 0.0394
PF12045 139 18 -0.06372 -54.54 0.28002 0.09629
PF12046 170 83 -0.10043 -122.62 0.50628 0.54387
PF12049 143 37 -0.08895 -114.75 0.46279 0.40486
PF12056 397 77 -0.0545 -206.71 0.3364 0.07266
PF12057 116 47 -0.08486 -39.8 0.38354 0.19775
PF12060 225 49 -0.09355 -128.63 0.45755 0.3982
PF12061 300 151 -0.07771 -223.26 0.45429 0.37957
PF12062 486 204 -0.0603 -409.55 0.36862 0.13857
PF12065 60 49 -0.01848 -0.11 0.22841 0.04284
PF12069 339 123 -0.1094 -359.04 0.68541 0.84969
PF12070 520 93 -0.05274 -335.81 0.32283 0.04836
PF12071 114 72 -0.06891 -41.07 0.29839 0.11488
PF12074 360 374 -0.09184 -326.22 0.52594 0.55489
PF12077 572 51 -0.06061 -472.83 0.3419 0.08581
PF12078 157 500 -0.09744 -119.66 0.50089 0.5265
PF12079 165 1179 -0.10306 -162.12 0.59952 0.78373
PF12083 124 184 -0.18321 -66.32 0.68802 0.88048
PF12084 107 14 -0.09136 -39.2 0.40294 0.23646
PF12087 120 44 -0.09259 -62.5 0.42275 0.28539
PF12088 58 42 -0.10075 -11.69 0.41986 0.27985
PF12089 117 400 -0.1519 -63.04 0.63597 0.83226
PF12096 84 340 -0.18385 -82.73 0.73102 0.91561
PF12097 423 22 -0.05675 -262.87 0.34551 0.08902
PF12098 102 291 -0.14288 -79.44 0.64244 0.84279
PF12101 133 74 -0.13997 -126.54 0.67649 0.90006
PF12115 160 94 -0.05991 -57.46 0.27117 0.08351
PF12129 150 44 -0.07538 -75.31 0.37271 0.18007
PF12132 202 58 -0.0699 -114.78 0.37366 0.17124
PF12141 504 175 -0.06606 -425.67 0.3742 0.15094
PF12144 208 24 -0.05824 -100.17 0.30442 0.10253
PF12145 578 46 -0.05468 -363.75 0.31207 0.03436
PF12158 464 129 -0.0742 -411.5 0.41176 0.23908
PF12159 88 36 -0.13549 -42.41 0.58081 0.70666
PF12223 76 231 -0.07987 -22.52 0.3533 0.16658
PF12225 95 199 -0.10235 -36.95 0.43641 0.32133
PF12227 214 69 -0.07528 -142.2 0.41101 0.25254
PF12232 73 18 -0.07838 -17.71 0.32975 0.14719
PF12238 236 21 -0.06143 -121.45 0.34719 0.12855
PF12240 208 35 -0.02539 -17.9 0.22751 0.03556
PF12246 238 139 -0.08381 -187.06 0.48588 0.47997
PF12248 101 405 -0.10753 -65.16 0.49744 0.50605
PF12249 177 84 -0.08798 -134.18 0.47125 0.43626
PF12251 204 257 -0.08635 -141.79 0.46293 0.41094
PF12253 75 148 -0.07476 -20.78 0.31585 0.13226
PF12254 66 136 -0.05137 -2.06 0.24161 0.06054
PF12259 639 167 -0.04977 -465.79 0.30466 0.02602
PF12262 241 492 -0.08273 -184.23 0.47812 0.45502
PF12263 180 147 -0.12295 -182.95 0.6848 0.90882
PF12266 67 135 -0.07503 -19.36 0.31558 0.13324
PF12268 176 13 -0.07685 -134.87 0.42051 0.27972
PF12271 286 140 -0.10471 -319.35 0.68999 0.87927
PF12274 101 207 -0.1179 -64.25 0.5417 0.62856
PF12275 327 514 -0.08846 -308.62 0.53914 0.59773
PF12276 143 777 -0.12917 -118.83 0.64582 0.8636
PF12278 138 11 -0.05192 -31.1 0.24464 0.06039
PF12279 132 277 -0.0386 -18.53 0.23447 0.0478
PF12280 208 39 -0.07185 -96.64 0.36435 0.15687
PF12286 71 28 -0.09419 -15.16 0.40082 0.23611
PF12287 332 22 -0.05468 -130.95 0.32456 0.07753
PF12290 112 23 -0.11294 -84.14 0.54503 0.6402
PF12291 256 108 -0.10913 -281.44 0.69928 0.90271
PF12293 236 148 -0.08325 -171.5 0.46789 0.42611
PF12294 301 132 -0.07668 -236.41 0.45946 0.39372
PF12295 182 141 -0.13336 -162.83 0.67794 0.90492
PF12297 424 48 -0.05082 -163.68 0.31525 0.04544
PF12299 104 32 -0.10082 -67.05 0.46343 0.40212
PF12301 161 37 -0.05514 -56.74 0.25828 0.07134
PF12304 184 26 -0.06783 -103.71 0.36184 0.16037
PF12305 94 98 -0.11746 -51.33 0.52197 0.5713
PF12307 188 320 -0.09592 -124.51 0.48423 0.47839
PF12309 370 148 -0.11337 -306.55 0.5896 0.69937
PF12310 108 20 -0.0622 -30.17 0.26277 0.08199
PF12311 178 620 -0.13776 -176.05 0.71355 0.93548
PF12313 203 40 -0.08113 -135.74 0.42632 0.29723
PF12318 172 311 -0.10664 -135.76 0.56199 0.69818
PF12319 215 139 -0.10547 -116.02 0.49058 0.50211
PF12321 102 57 -0.08678 -57.97 0.40792 0.24912
PF12333 105 197 -0.11872 -75.63 0.56087 0.67791
PF12335 240 117 -0.08131 -189.94 0.47831 0.45624
PF12339 126 215 -0.14364 -91.07 0.6486 0.85918
PF12346 115 10 -0.05921 -39.38 0.25964 0.07829
PF12350 88 96 -0.06287 -10.94 0.25826 0.07785
PF12356 170 31 -0.06593 -93.48 0.34174 0.14567
PF12357 72 135 -0.05 -6.0 0.24067 0.05934
PF12358 78 132 -0.13221 -42.7 0.57466 0.69255
PF12363 113 420 -0.13415 -76.33 0.61789 0.80181
PF12366 272 57 -0.06713 -166.42 0.39015 0.19641
PF12375 68 8 -0.08186 -2.37 0.3292 0.1457
PF12376 137 26 -0.07011 -44.8 0.30352 0.11789
PF12392 121 1010 -0.16085 -120.96 0.72571 0.94114
PF12395 115 412 -0.11301 -50.29 0.48476 0.46812
PF12396 61 134 -0.13673 -31.31 0.57955 0.69025
PF12400 140 170 -0.10787 -81.01 0.49222 0.49686
PF12409 118 392 -0.10498 -60.36 0.46366 0.40317
PF12413 84 22 -0.06847 -16.5 0.27524 0.09608
PF12417 66 178 -0.09904 -10.4 0.41265 0.26029
PF12419 139 683 -0.07396 -65.61 0.37308 0.16953
PF12420 137 388 -0.08889 -48.09 0.39753 0.21553
PF12421 142 61 -0.0629 -63.15 0.28531 0.1006
PF12422 151 112 -0.14 -157.92 0.70714 0.92993
PF12428 117 134 -0.07425 -41.88 0.33638 0.14644
PF12430 227 170 -0.07608 -129.17 0.39583 0.21097
PF12432 81 57 -0.13628 -44.43 0.59063 0.72636
PF12438 56 90 -0.04149 -3.73 0.2354 0.05353
PF12440 91 242 -0.05416 -5.85 0.24448 0.06212
PF12442 97 68 -0.09151 -34.41 0.40236 0.23517
PF12443 99 31 -0.03247 -3.47 0.23104 0.04579
PF12444 84 4 -0.04858 -17.2 0.24036 0.05907
PF12445 124 79 -0.06136 -38.35 0.26429 0.08167
PF12446 129 19 -0.05238 -20.27 0.24296 0.05929
PF12447 114 48 -0.12442 -80.5 0.58977 0.74259
PF12448 167 40 -0.0654 -75.61 0.31314 0.121
PF12450 94 376 -0.08741 -27.88 0.38946 0.20423
PF12452 192 127 -0.07483 -79.17 0.36429 0.15856
PF12457 111 93 -0.06313 -35.86 0.26975 0.08821
PF12458 450 87 -0.05633 -331.23 0.35617 0.11174
PF12462 164 254 -0.10225 -87.52 0.46638 0.41733
PF12463 308 49 -0.07658 -224.68 0.44561 0.35363
PF12473 150 168 -0.09795 -126.35 0.51455 0.56532
PF12474 142 46 -0.08994 -41.19 0.39167 0.20834
PF12476 53 645 -0.12619 -11.61 0.51299 0.53021
PF12480 71 26 -0.10177 -22.8 0.42898 0.30248
PF12483 168 789 -0.07511 -83.68 0.38318 0.17829
PF12484 81 441 -0.06399 -21.25 0.27427 0.09123
PF12486 147 90 -0.08229 -60.81 0.38474 0.19581
PF12487 109 186 -0.15232 -87.73 0.66317 0.87433
PF12490 241 57 -0.06305 -156.55 0.38134 0.17926
PF12494 117 48 -0.06895 -47.64 0.30555 0.12145
PF12496 132 31 -0.06727 -63.9 0.31194 0.12659
PF12498 119 57 -0.0581 -53.45 0.26527 0.08325
PF12499 150 278 -0.10679 -164.24 0.63132 0.83644
PF12500 139 244 -0.08624 -105.72 0.44279 0.34157
PF12501 166 376 -0.14929 -137.5 0.69056 0.91727
PF12502 207 211 -0.10601 -195.8 0.62709 0.82817
PF12505 124 379 -0.07616 -49.12 0.36457 0.16627
PF12509 153 78 -0.06929 -102.56 0.37408 0.18368
PF12512 68 99 -0.15736 -46.58 0.65281 0.82169
PF12516 66 55 -0.05551 -0.67 0.2448 0.06464
PF12517 96 28 -0.05654 -32.91 0.25348 0.07309
PF12520 511 272 -0.08449 -396.51 0.3989 0.20691
PF12527 98 70 -0.08183 -31.83 0.37002 0.18147
PF12528 87 87 -0.15949 -40.19 0.63975 0.80609
PF12531 248 114 -0.10819 -229.14 0.6389 0.83782
PF12533 122 18 -0.05692 -51.97 0.26101 0.0788
PF12534 367 25 -0.05716 -208.35 0.35144 0.10347
PF12536 106 236 -0.10021 -37.28 0.42562 0.29067
PF12543 242 727 -0.08068 -151.51 0.44003 0.3348
PF12545 111 67 -0.08556 -60.92 0.40438 0.2401
PF12546 123 38 -0.05677 -47.46 0.25868 0.07613
PF12547 57 11 -0.06217 -5.72 0.25598 0.07788
PF12553 119 124 -0.08551 -2.48 0.35092 0.15466
PF12558 73 118 -0.11874 -30.87 0.50259 0.50695
PF12564 56 66 -0.10937 -9.73 0.44283 0.33801
PF12565 175 84 -0.07671 -133.32 0.4197 0.27649
PF12566 121 42 -0.08874 -81.73 0.43008 0.30599
PF12570 130 102 -0.10465 -115.53 0.54382 0.64274
PF12571 150 791 -0.11145 -151.57 0.62864 0.83618
PF12572 160 240 -0.06023 -48.19 0.26868 0.07994
PF12575 72 17 -0.05168 -0.67 0.24017 0.05947
PF12576 164 118 -0.09673 -60.56 0.41618 0.26613
PF12582 124 93 -0.08596 -91.29 0.43036 0.30642
PF12584 230 48 -0.0675 -149.84 0.39085 0.20067
PF12585 92 158 -0.12677 -36.89 0.53677 0.60755
PF12587 88 58 -0.06419 -20.86 0.26595 0.08631
PF12588 140 195 -0.1336 -105.14 0.63988 0.84884
PF12594 84 442 -0.15029 -74.4 0.65618 0.85837
PF12596 107 39 -0.06302 -40.84 0.27251 0.09197
PF12597 104 204 -0.18017 -37.11 0.67553 0.84387
PF12599 83 196 -0.16093 -46.99 0.65048 0.82576
PF12603 243 86 -0.07245 -155.12 0.40708 0.24086
PF12609 78 120 -0.03852 -3.58 0.23391 0.05031
PF12612 188 345 -0.1281 -188.44 0.70199 0.92427
PF12615 98 99 -0.13349 -57.67 0.59512 0.74572
PF12616 73 169 -0.18321 -67.05 0.72906 0.8978
PF12617 205 94 -0.08755 -174.93 0.51231 0.55996
PF12620 65 21 -0.07488 -1.95 0.29021 0.10973
PF12621 97 352 -0.0692 -31.28 0.30056 0.11437
PF12632 290 100 -0.09832 -216.61 0.53392 0.61232
PF12634 132 66 -0.0923 -81.96 0.43777 0.32794
PF12635 184 41 -0.09567 -136.32 0.49965 0.52564
PF12638 154 133 -0.11025 -139.91 0.60284 0.78439
PF12644 78 105 -0.04263 -2.6 0.23553 0.05262
PF12646 57 348 -0.12591 -14.35 0.51237 0.52559
PF12648 102 346 -0.1262 -57.3 0.56231 0.67875
PF12650 94 477 -0.15058 -53.31 0.63157 0.81784
PF12652 78 372 -0.18961 -38.87 0.72512 0.87774
PF12653 134 30 -0.08332 -88.65 0.41455 0.26453
PF12654 176 572 -0.11794 -149.2 0.62419 0.83216
PF12655 52 66 -0.07571 -0.91 0.2947 0.11442
PF12666 92 852 -0.15329 -42.92 0.62763 0.81242
PF12668 61 267 -0.17776 -37.15 0.70741 0.8609
PF12670 115 577 -0.16604 -112.91 0.72202 0.93326
PF12672 175 487 -0.11736 -131.21 0.5993 0.78451
PF12673 87 946 -0.16321 -78.34 0.68385 0.8955
PF12675 106 524 -0.10918 -46.73 0.46877 0.4173
PF12676 126 84 -0.1019 -88.65 0.48753 0.47975
PF12686 206 1979 -0.13928 -255.57 0.77894 0.9764
PF12687 327 37 -0.05422 -174.74 0.34693 0.10185
PF12691 127 332 -0.14125 -132.91 0.692 0.91616
PF12720 220 51 -0.05963 -123.85 0.34484 0.13147
PF12731 97 216 -0.15831 -48.13 0.63739 0.81651
PF12735 388 137 -0.05838 -274.24 0.37235 0.15004
PF12736 291 131 -0.06259 -216.33 0.41164 0.25359
PF12737 410 34 -0.05639 -217.21 0.33687 0.0727
PF12750 70 72 -0.14505 -28.57 0.59912 0.72643
PF12752 83 42 -0.07064 -24.37 0.29247 0.11173
PF12757 154 73 -0.06824 -51.25 0.29938 0.11072
PF12758 64 59 -0.22587 -62.11 0.85177 0.95597
PF12762 160 1762 -0.12329 -152.63 0.65776 0.88379
PF12772 302 35 -0.05801 -170.62 0.35973 0.12896
PF12784 228 1365 -0.11371 -195.25 0.63043 0.84005
PF12785 470 19 -0.05681 -329.39 0.34553 0.08957
PF12786 399 24 -0.05595 -272.1 0.35799 0.11616
PF12787 281 915 -0.0974 -207.86 0.53405 0.61999
PF12788 98 113 -0.1266 -60.64 0.57331 0.70037
